序号,省份,年份,月份,年月,供应链环节,产品分类,产品名称,污染物名称_标准化,是否AFB1相关,AFB1识别依据,原始检测数值,初检浓度值,复检浓度值,最终采用浓度值,浓度单位,检测单位是否推断,原始法规限制,法规限量_数值,法规限量_单位,法规限量_比较符号,法规限量_单位是否推断,是否超标,超标倍数,浓度清洗状态,检测数值解析失败原因,法规限量解析状态,法规限量解析失败原因,是否建议人工复核,复核原因
9,江苏,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
10,台湾,2023,12,2023-12,流通,花生油/油脂,田趣压榨一级花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
11,广东,2023,12,2023-12,流通,花生油/油脂,压榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
12,山东,2023,12,2023-12,流通,花生油/油脂,压榨一级花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
13,山东,2023,12,2023-12,流通,花生油/油脂,润之家压榨一级花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
14,山东,2023,12,2023-12,流通,花生油/油脂,原生初榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
15,河北,2023,12,2023-12,流通,花生油/油脂,黑花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
16,广东,2023,12,2023-12,流通,花生油/油脂,甘竹压榨一级花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
17,广东,2023,12,2023-12,流通,花生油/油脂,纯正花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
18,广东,2023,12,2023-12,流通,花生油/油脂,五寿花农家小榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
19,广东,2023,12,2023-12,流通,花生油/油脂,纯正花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
56,不详,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,72.7 µg/kg,72.7,,72.7,μg/kg,False,≤20 µg/kg,20.0,μg/kg,≤,False,True,3.6350000000000002,已解析并统一单位,,已解析并统一单位,,False,
58,不详,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,29.2 µg/kg,29.2,,29.2,μg/kg,False,≤20 µg/kg,20.0,μg/kg,≤,False,True,1.46,已解析并统一单位,,已解析并统一单位,,False,
60,不详,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,37.8 µg/kg,37.8,,37.8,μg/kg,False,≤20 µg/kg,20.0,μg/kg,≤,False,True,1.89,已解析并统一单位,,已解析并统一单位,,False,
75,广西,2023,12,2023-12,流通,花生油/油脂,桂味莫記土榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
76,广东,2023,12,2023-12,流通,花生油/油脂,特香油酸多花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
79,广东,2023,12,2023-12,流通,花生油/油脂,鹰唛花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
80,广东,2023,12,2023-12,流通,花生油/油脂,纯香花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
208,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
209,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
210,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
211,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
212,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
213,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
214,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
215,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
253,广东,2023,12,2023-12,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,40.7,40.7,,40.7,μg/kg,True,≤20,20.0,μg/kg,≤,True,True,2.035,已解析并统一单位,,已解析并统一单位,,False,
54,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,,,,,,False,,,,,False,True,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
55,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,,,,,,False,,,,,False,True,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
56,广东,2023,12,2023-12,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,,,,,,False,,,,,False,True,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
44,山东,2024,1,2024-01,流通,花生油/油脂,压榨花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,23.4μg/kg,23.4,,23.4,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,1.17,已解析并统一单位,,已解析并统一单位,,False,
59,广东,2024,1,2024-01,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,70.3μg/kg,70.3,,70.3,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,3.5149999999999997,已解析并统一单位,,已解析并统一单位,,False,
164,广东,2024,1,2024-01,餐饮,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,37.8µg/kg,37.8,,37.8,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,1.89,已解析并统一单位,,已解析并统一单位,,False,
4,广西,2024,2,2024-02,流通,花生油/油脂,桂味莫記土榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
6,广西,2024,2,2024-02,流通,花生油/油脂,桂味莫記土榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
7,广东,2024,2,2024-02,流通,花生油/油脂,特香油酸多花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
129,广东,2024,2,2024-02,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,57.1μg/kg,57.1,,57.1,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,2.855,已解析并统一单位,,已解析并统一单位,,False,
44,广东,2024,2,2024-02,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
45,广东,2024,2,2024-02,流通,花生油/油脂,鹰唛花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
46,广东,2024,2,2024-02,流通,花生油/油脂,古法土榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
47,广东,2024,2,2024-02,流通,花生油/油脂,新天润花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
48,广东,2024,2,2024-02,流通,花生油/油脂,胡姬花花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
49,广东,2024,2,2024-02,流通,花生油/油脂,特香油酸多花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
50,广东,2024,2,2024-02,流通,花生油/油脂,花生香食用（植物）调和油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
51,广东,2024,2,2024-02,流通,花生油/油脂,特香纯正花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
52,山东,2024,2,2024-02,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
53,广东,2024,2,2024-02,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
54,广东,2024,2,2024-02,流通,花生油/油脂,油酸多多花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
55,广东,2024,2,2024-02,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
56,广东,2024,2,2024-02,流通,花生油/油脂,压榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
57,广东,2024,2,2024-02,流通,花生油/油脂,特香纯花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
58,广东,2024,2,2024-02,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
59,广东,2024,2,2024-02,流通,花生油/油脂,压榨一级浓香花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
60,广东,2024,2,2024-02,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
61,广东,2024,2,2024-02,流通,花生油/油脂,5S压榨一级花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
62,广东,2024,2,2024-02,生产,花生油/油脂,仁良村香花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
63,山东,2024,2,2024-02,流通,花生油/油脂,花生仁油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
64,不详,2024,2,2024-02,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
65,广东,2024,2,2024-02,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
66,广东,2024,2,2024-02,流通,花生油/油脂,特香纯花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
67,广东,2024,2,2024-02,流通,花生油/油脂,鹰唛花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
68,广东,2024,2,2024-02,流通,花生油/油脂,胡姬花古法花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
69,广东,2024,2,2024-02,流通,花生油/油脂,压榨花生油,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
64,广东,2024,2,2024-02,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,47.9μg/kg,47.9,,47.9,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,2.395,已解析并统一单位,,已解析并统一单位,,False,
11,广西,2024,2,2024-02,生产,花生油/油脂,散装花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,26.2µg/kg,26.2,,26.2,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,1.31,已解析并统一单位,,已解析并统一单位,,False,
12,广西,2024,2,2024-02,生产,花生油/油脂,散装花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,41.6µg/kg,41.6,,41.6,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,2.08,已解析并统一单位,,已解析并统一单位,,False,
41,广西,2024,3,2024-03,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,28.6 µg/kg,28.6,,28.6,μg/kg,False,≤20 µg/kg,20.0,μg/kg,≤,False,True,1.4300000000000002,已解析并统一单位,,已解析并统一单位,,False,
28,广西,2024,3,2024-03,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,38.9µg/kg,38.9,,38.9,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,1.9449999999999998,已解析并统一单位,,已解析并统一单位,,False,
90,广西,2024,4,2024-04,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,46.1 µg/kg,46.1,,46.1,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,2.305,已解析并统一单位,,已解析并统一单位,,False,
91,湖南,2024,4,2024-04,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,27.7 µg/kg,27.7,,27.7,μg/kg,False,20 µg/kg,20.0,μg/kg,≤,False,True,1.385,已解析并统一单位,,已解析并统一单位,,False,
51,广西,2024,4,2024-04,其他,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,54.8,54.8,,54.8,μg/kg,True,20,20.0,μg/kg,≤,True,True,2.7399999999999998,已解析并统一单位,,已解析并统一单位,,False,
52,广东,2024,4,2024-04,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,32.1μg/kg,32.1,,32.1,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,1.605,已解析并统一单位,,已解析并统一单位,,False,
7,不详,2024,5,2024-05,餐饮,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,64.7μg/kg,64.7,,64.7,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,3.2350000000000003,已解析并统一单位,,已解析并统一单位,,False,
36,广西,2024,5,2024-05,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,34.2μg/kg,34.2,,34.2,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,1.7100000000000002,已解析并统一单位,,已解析并统一单位,,False,
37,广西,2024,5,2024-05,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,50.6μg/kg,50.6,,50.6,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,2.5300000000000002,已解析并统一单位,,已解析并统一单位,,False,
119,广西,2024,5,2024-05,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,27.5μg/kg,27.5,,27.5,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,1.375,已解析并统一单位,,已解析并统一单位,,False,
120,广西,2024,5,2024-05,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,66.0μg/kg,66.0,,66.0,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,3.3,已解析并统一单位,,已解析并统一单位,,False,
112,广西,2024,5,2024-05,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,81.4μg/kg,81.4,,81.4,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,4.07,已解析并统一单位,,已解析并统一单位,,False,
8,海南,2024,5,2024-05,生产,花生油/油脂,噜吽花生油小磨浓香型,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,59.0µg/kg,59.0,,59.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.95,已解析并统一单位,,已解析并统一单位,,False,
61,不详,2024,5,2024-05,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,27.8μg/kg,27.8,,27.8,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,1.3900000000000001,已解析并统一单位,,已解析并统一单位,,False,
48,广西,2024,5,2024-05,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,29.6µg/kg,29.6,,29.6,μg/kg,False,20µg/kg,20.0,μg/kg,≤,False,True,1.48,已解析并统一单位,,已解析并统一单位,,False,
22,四川,2024,5,2024-05,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,122µg/kg,122.0,,122.0,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,6.1,已解析并统一单位,,已解析并统一单位,,False,
11,广西,2024,5,2024-05,流通,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,31.4μg/kg,31.4,,31.4,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,1.5699999999999998,已解析并统一单位,,已解析并统一单位,,False,
37,广西,2024,5,2024-05,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,61.6μg/kg,61.6,,61.6,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,3.08,已解析并统一单位,,已解析并统一单位,,False,
38,广西,2024,5,2024-05,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,445μg/kg,445.0,,445.0,μg/kg,False,20μg/kg,20.0,μg/kg,≤,False,True,22.25,已解析并统一单位,,已解析并统一单位,,False,
6,广西,2024,5,2024-05,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,83.4μg/kg,83.4,,83.4,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,4.17,已解析并统一单位,,已解析并统一单位,,False,
22,广西,2024,6,2024-06,生产,花生油/油脂,花生油,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,41.1μg/kg,41.1,,41.1,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,2.055,已解析并统一单位,,已解析并统一单位,,False,
